"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.131614654002714,0.115942028985507,0.133148404993065,0.126917712691771,0.117728531855956,0.136798905608755,0.135989010989011,0.0977011494252874,0.125179856115108,0.140350877192982,0.112857142857143,0.132022471910112,0.116736990154712,0.101928374655647,0.13265306122449,0.115646258503401,0.138849929873773,0.130434782608696,0.0879765395894428,0.122783083219645
"2",0.0189959294436906,0.0202898550724638,0.029126213592233,0.0167364016736402,0.0193905817174515,0.0478796169630643,0.032967032967033,0.021551724137931,0.0215827338129496,0.0394736842105263,0.0328571428571429,0.026685393258427,0.0281293952180028,0.0275482093663912,0.021865889212828,0.017687074829932,0.0224403927068724,0.02945301542777,0.0293255131964809,0.0136425648021828
"3",0.0149253731343284,0.00869565217391304,0.0235783633841886,0.0111576011157601,0.00831024930747922,0.0205198358413133,0.0137362637362637,0.0172413793103448,0.018705035971223,0.0116959064327485,0.02,0.0126404494382022,0.0168776371308017,0.0110192837465565,0.0131195335276968,0.0108843537414966,0.00981767180925666,0.0126227208976157,0.0161290322580645,0.0150068212824011
"4",0.0122116689280868,0.00869565217391304,0.0194174757281553,0.0111576011157601,0.00831024930747922,0.0218878248974008,0.0123626373626374,0.014367816091954,0.0172661870503597,0.0116959064327485,0.0142857142857143,0.0126404494382022,0.0168776371308017,0.012396694214876,0.0116618075801749,0.00952380952380952,0.00981767180925666,0.0112201963534362,0.0117302052785924,0.0136425648021828
"5",0.0122116689280868,0.0072463768115942,0.0194174757281553,0.0111576011157601,0.00831024930747922,0.0218878248974008,0.010989010989011,0.014367816091954,0.0172661870503597,0.010233918128655,0.0157142857142857,0.0112359550561798,0.0168776371308017,0.012396694214876,0.0116618075801749,0.00952380952380952,0.00841514726507714,0.0126227208976157,0.0131964809384164,0.0150068212824011
"6",0.0108548168249661,0.0072463768115942,0.0208044382801664,0.0111576011157601,0.00831024930747922,0.0205198358413133,0.0123626373626374,0.0129310344827586,0.0172661870503597,0.0116959064327485,0.0157142857142857,0.0112359550561798,0.019690576652602,0.012396694214876,0.0116618075801749,0.00952380952380952,0.00701262272089762,0.0126227208976157,0.0146627565982405,0.0150068212824011
"7",0.0122116689280868,0.00869565217391304,0.0194174757281553,0.0111576011157601,0.00831024930747922,0.0246238030095759,0.010989010989011,0.0158045977011494,0.0172661870503597,0.0116959064327485,0.0157142857142857,0.0112359550561798,0.0210970464135021,0.012396694214876,0.0131195335276968,0.00952380952380952,0.00701262272089762,0.0140252454417952,0.0146627565982405,0.0163710777626194
"8",0.0108548168249661,0.0072463768115942,0.0208044382801664,0.0111576011157601,0.00831024930747922,0.0232558139534884,0.0137362637362637,0.014367816091954,0.018705035971223,0.010233918128655,0.0157142857142857,0.0112359550561798,0.019690576652602,0.012396694214876,0.0102040816326531,0.00952380952380952,0.00701262272089762,0.0126227208976157,0.0146627565982405,0.0163710777626194
"9",0.0108548168249661,0.0072463768115942,0.0221914008321775,0.0097629009762901,0.00831024930747922,0.0218878248974008,0.0123626373626374,0.0158045977011494,0.0172661870503597,0.0116959064327485,0.0142857142857143,0.0112359550561798,0.0182841068917018,0.00964187327823691,0.0145772594752187,0.00952380952380952,0.00701262272089762,0.0154277699859748,0.0131964809384164,0.0150068212824011
"10",0.0122116689280868,0.0072463768115942,0.0221914008321775,0.0097629009762901,0.00831024930747922,0.0205198358413133,0.0137362637362637,0.014367816091954,0.0172661870503597,0.0116959064327485,0.0157142857142857,0.0098314606741573,0.019690576652602,0.0137741046831956,0.0116618075801749,0.00952380952380952,0.00841514726507714,0.0168302945301543,0.0161290322580645,0.0150068212824011
"11",0.0108548168249661,0.0101449275362319,0.0208044382801664,0.0111576011157601,0.00831024930747922,0.0232558139534884,0.010989010989011,0.014367816091954,0.0172661870503597,0.010233918128655,0.0142857142857143,0.0112359550561798,0.0182841068917018,0.012396694214876,0.0116618075801749,0.00952380952380952,0.00981767180925666,0.0140252454417952,0.0161290322580645,0.0150068212824011
